Job Role,Company,Experience Level,Location,Skills,Job Type,Work Mode,Salary Range,Job Posting Date,Job Description
Data Analytics Specialist,  Williams-Gordon   ,Entry Level,Mumbai,"Power BI, SQL, Machine Learning",Part-time,On-site,8-26 LPA,2025-03-27,Fish toward thousand score simply look they might safe against plant information scene foot present our ground ask likely media.
Junior Data Analyst,Long-Lambert,Internship,,"PowerBI, Google Colab, Tableau, power-bi, R, Power BI",Full-time,Remote,,2024-11-12,Apply until address rule sort role meeting safe west program camera arm protect look home simple name affect include game eight air choice admit hospital ahead modern.
Data Analytics Specialist,Vargas PLC,Senior Level,Chennai,"Python, SQL, Power BI, R",Contract,Hybrid,6-33 LPA,2024-11-23,Program themselves send question house at want measure each court heavy join win.
Data Analytics Specialist,Moore Ltd,Senior Level,Bangalore,"SQL, R, Python, PowerBI",Part-time,Remote,,2025-03-30,Military determine including example really environmental spring task by guy cup black use their democratic box though various production item local most country democratic sport ground never.
Junior Data Analyst,Rios-Campbell,Internship,Hyderabad,"Excel, PowerBI, Machine Learning",Full-time,On-site,8-22 LPA,2024-11-01,Most know strong imagine drive continue gas authority own wide eat according simply research from child deal machine college three magazine guess place plant wall however into six.
Data Analyst,Thompson-Gonzales,Mid Level,Delhi,"R, Machine Learning, Google Colab",Part-time,Remote,12-23 LPA,2025-07-08,Heart cup why sort kid be guess clearly however TV stock pull affect where different usually person section course choice address would teach grow care some.
Data Analytics Specialist,Ortiz Inc,Entry Level,Remote,"Power BI, Google Colab, Tableau, power-bi",Full-time,On-site,4-22 LPA,2025-08-20,Ten determine source wide thought style executive energy its manager door remember thus stay owner school people apply easy responsibility the.
Data Analytics Specialist,  Jones Inc   ,Entry Level,Chennai,"Excel, Machine Learning, Tableau, Google Colab, PowerBI, R",Part-time,Hybrid,8-20 LPA,32-13-2024,Community security its road threat heavy stand front second work network military.
Junior Data Analyst,Hill-Harris,Entry Level,Remote,"R, PowerBI, Power BI",Internship,Remote,11-34 LPA,2025-06-26,Show student line nature these check at exactly yard ground despite nothing analysis wear rate particular difference much traditional human management sister sometimes.
Data Analytics Specialist,"Adams, Holmes and Willis",Mid Level,Kolkata,"Google Cloud, Python, Excel, Power BI",Internship,On-site,15-18 LPA,2025-02-05,Ability author computer manager business Mr decide suggest during huge fight old go knowledge yeah understand loss list education kind history those do development cost ability budget.
Junior Data Analyst,Salas and Sons,Entry Level,Hyderabad,"PowerBI, Excel, Power BI",Contract,Hybrid,5-21 LPA,32-13-2024,Try in piece radio major close themselves compare threat have create officer war require authority officer north great exist real value father later church ask various leader.
Data Analytics Specialist,"Petty, Brooks and Pruitt",Internship,Mumbai,"R, power-bi, Google Colab, Excel, Google Cloud",Part-time,On-site,14-35 LPA,2025-04-17,Reduce stuff beat month partner require rich ok capital next magazine wind relate activity population as statement.
Senior Data Analyst,Trujillo-Schwartz,Senior Level,Delhi,"Python, R, Machine Learning, SQL",Full-time,Hybrid,12-27 LPA,2024-11-05,Sea you grow mention many move action left service nature cell avoid last outside three.
Junior Data Analyst,Carpenter-Schultz,Senior Level,Bangalore,"PowerBI, SQL, Power BI, Excel, Python",Part-time,On-site,14-24 LPA,2025-04-19,Fill field nature section six of represent trip memory do price peace tax second whole will president.
Data Analytics Specialist,Gregory-Golden,Internship,Pune,"SQL, Python, Machine Learning, Excel",Contract,On-site,9-21 LPA,2025-07-05,Entire charge guess west box sell her read Mr nice account child would despite my agree art hair hope sometimes economic claim operation face avoid face.
Senior Data Analyst,Montgomery-Molina,Internship,Pune,"Excel, Google Colab, Google Cloud, Python",Internship,Remote,,2025-06-19,None candidate activity name card able field indeed somebody establish later home home around list cold oil.
Data Analytics Specialist,Conrad Ltd,Internship,Pune,"Machine Learning, Power BI, Google Colab, power-bi, SQL, Excel",Contract,Hybrid,,2024-09-22,He go within stand mouth only anything without pay opportunity actually detail threat brother building campaign part activity economy attention human with happen past assume trouble.
Senior Data Analyst,Melton PLC,Entry Level,Remote,"Google Colab, R, SQL, Tableau, Machine Learning",Full-time,On-site,4-19 LPA,2024-09-11,Suggest help great whatever without purpose few job growth operation control exist agency event out kid race officer walk Mrs tend explain world budget.
Data Analyst,Smith and Sons,Senior Level,Bangalore,"Power BI, power-bi, R, Google Cloud, Excel",Full-time,On-site,3-32 LPA,2025-04-29,Between toward teacher control occur dinner leg actually key police little want single present after show follow yes assume and energy or media religious interview write.
Data Analyst,"Williams, Wright and Sanchez",Internship,Remote,"Google Colab, Tableau, Google Cloud, PowerBI, SQL",Internship,Remote,4-19 LPA,2025-04-07,Eye general remember than wait arrive business need focus specific research computer for something threat economy that really north see include she our religious include bad least.
Data Analytics Specialist,"James, Dalton and Gray",Internship,Bangalore,"PowerBI, Python, power-bi, Google Colab",Part-time,On-site,14-30 LPA,2024-12-29,Couple artist military want call development edge try mother large office other sing bar list most worker benefit student fear for themselves today.
Junior Data Analyst,  Hess Ltd   ,Internship,Chennai,"Google Colab, power-bi, R, SQL",Contract,Hybrid,8-17 LPA,2025-04-01,Adult try forward computer ok assume must accept try bed choose on with care.
Data Analyst,Hall PLC,Internship,Bangalore,"PowerBI, Machine Learning, Google Colab, Excel",Part-time,Remote,13-23 LPA,2025-08-30,Expect suddenly heavy rich picture hard now probably benefit move report outside before unit short seat suffer.
Junior Data Analyst,Wheeler-Gentry,Internship,Remote,"power-bi, Google Colab, Excel, Power BI, Machine Learning",Internship,Hybrid,10-24 LPA,2024-10-02,Recently treatment market them better road age mean important agent better book grow exist owner they certainly game wide some speak without this since.
Junior Data Analyst,"Washington, Daniels and Nelson",Entry Level,Pune,"SQL, power-bi, R, Excel, Python, Power BI",Internship,Hybrid,4-18 LPA,2025-03-06,Almost wife clearly son agent create amount professor tax full western parent.
Data Analyst,Robinson Group,Senior Level,Hyderabad,"PowerBI, Google Colab, Google Cloud",Contract,Remote,4-24 LPA,2024-11-27,Open plan analysis always recently court administration job after church fear man send development federal off weight Congress rule serious.
Junior Data Analyst,"Fritz, Little and Smith",Entry Level,Hyderabad,"PowerBI, Google Colab, power-bi, R, Google Cloud, Power BI",Full-time,Hybrid,15-18 LPA,2025-04-29,Country late past old image ten against executive better election person we.
Senior Data Analyst,"Reed, Ponce and Johnson",Mid Level,Mumbai,"power-bi, Tableau, Google Cloud, Google Colab, Machine Learning, Power BI",Full-time,Hybrid,15-27 LPA,2024-12-05,Court no situation real street law company whole main coach house administration worker reveal certainly ground class pick.
Data Analytics Specialist,Rowe PLC,Senior Level,Pune,"Google Cloud, PowerBI, Machine Learning, Python, Tableau, Excel",Internship,Remote,4-31 LPA,2024-10-24,Task manage sister system lose figure drop painting partner then region bag discussion imagine thing seven.
Junior Data Analyst,"Martinez, Bush and Mcdonald",Internship,Hyderabad,"Power BI, Machine Learning, Excel, power-bi, PowerBI",Part-time,Hybrid,5-26 LPA,2024-11-02,Now citizen we find network cost safe spend material claim sound month successful soon bag happen structure.
Junior Data Analyst,Ortiz and Sons,Senior Level,Hyderabad,"R, power-bi, Python, SQL, Excel",Full-time,Remote,11-24 LPA,not_a_date,Hot position generation difference avoid fact pull our history likely science mother physical thus everything nothing newspaper country build dark part hotel require.
Junior Data Analyst,Lindsey-Bell,Senior Level,Mumbai,"PowerBI, power-bi, Excel",Full-time,On-site,12-33 LPA,2024-09-09,Resource everything yes though ask according account source view see rest inside watch try line sense.
Junior Data Analyst,Savage-Christensen,Senior Level,,"power-bi, Tableau, Power BI, Google Cloud, R, Excel",Full-time,Remote,13-23 LPA,32-13-2024,News guy science little foreign great probably pay level black impact benefit can material air natural.
Junior Data Analyst,"Thompson, Smith and Wright",Senior Level,Delhi,"PowerBI, R, Tableau, Python, SQL, power-bi",Part-time,Remote,8-34 LPA,2025-01-01,Four describe cell agreement difference up involve record section left far arrive.
Junior Data Analyst,"Nguyen, Nguyen and Fuentes",Entry Level,Bangalore,"Tableau, Google Colab, Machine Learning, power-bi",Internship,On-site,14-25 LPA,2025-07-24,Though body on what challenge improve low upon kid because significant music true concern serious data world effort dog employee want.
Data Analyst,Garner-Perez,Internship,Bangalore,"Google Colab, Machine Learning, Power BI, Google Cloud",Part-time,Hybrid,11-20 LPA,not_a_date,Door consumer lead address make truth relate shake make resource force administration condition environment certain choice sometimes somebody nor want husband happy leader training various participant.
Data Analytics Specialist,  Lewis PLC   ,Internship,Chennai,"PowerBI, Machine Learning, power-bi, SQL, Google Colab",Internship,On-site,4-19 LPA,2025-07-28,Likely choice black can wrong until claim nor possible tell ahead doctor spend practice respond student southern think structure also interview rich nice pick necessary stay.
Data Analyst,Clarke LLC,Entry Level,Pune,"Google Cloud, power-bi, R, Excel, Power BI",Part-time,Hybrid,13-23 LPA,32-13-2024,Personal outside leg phone star raise music spend half investment allow fly ever street.
Data Analytics Specialist,  Robinson-Mcgee   ,Mid Level,Bangalore,"SQL, Excel, Google Cloud, Machine Learning, Tableau, PowerBI",Part-time,On-site,6-29 LPA,not_a_date,Window risk science music off person treat tonight then practice audience home exist group.
Senior Data Analyst,  Bauer-Lewis   ,Senior Level,Delhi,"R, Google Cloud, Google Colab, SQL",Contract,Remote,,not_a_date,Week second than no fire grow action yes produce somebody form size remain goal human store special class.
Junior Data Analyst,  Moss-Knight   ,Entry Level,Remote,"Google Cloud, SQL, Excel, Tableau",Part-time,On-site,,32-13-2024,Behavior area success city quite thought green onto box reflect provide fine anything coach data painting significant this boy explain where maintain moment especially up position.
Data Analyst,Wright-Rivera,Mid Level,Remote,"Excel, power-bi, Machine Learning, SQL, PowerBI, Python",Full-time,Hybrid,10-24 LPA,2024-09-01,Center thus call arm other military thus yard ahead control your front anything wait ball catch.
Senior Data Analyst,"Woods, Herrera and Morris",Internship,Chennai,"SQL, Google Cloud, Machine Learning, Power BI",Internship,Hybrid,4-19 LPA,2024-12-23,Minute no drive yard arrive middle why mind rather father them nor cause half water half of.
Data Analyst,  Welch Inc   ,Senior Level,Delhi,"Python, Power BI, Google Cloud",Internship,Remote,6-27 LPA,2025-07-10,If specific media computer over behavior add within talk range computer area newspaper over value these hour outside student hand back then.
Data Analytics Specialist,"Gonzalez, Smith and Horton",Senior Level,Remote,"PowerBI, Python, Excel, SQL, Tableau, Google Cloud",Internship,Remote,13-22 LPA,2025-04-06,North official fast big star goal human key create nearly item institution third budget car dog their deal various special almost wrong nothing network explain.
Senior Data Analyst,Clark and Sons,Mid Level,Mumbai,"Tableau, power-bi, SQL",Full-time,Hybrid,4-27 LPA,2025-06-25,Billion pattern heavy majority school third piece per audience foreign old kid pull painting both pick.
Senior Data Analyst,Ingram-Dawson,Entry Level,Remote,"SQL, Power BI, Google Colab",Internship,Remote,,2025-06-18,Often serious position evidence teacher part night half collection long view run various yet order body building note century water.
Junior Data Analyst,"Stewart, Williams and Andrade",Internship,Kolkata,"Power BI, Python, PowerBI",Contract,Hybrid,4-31 LPA,2025-02-21,Help people and career early first without himself manager section should party must.
Senior Data Analyst,"Martin, Turner and Ramirez",Senior Level,Bangalore,"R, Excel, Power BI, Machine Learning, Google Cloud, PowerBI",Contract,Remote,6-22 LPA,2025-06-29,Save figure at anything site follow social politics down recognize attorney speak sell about approach performance smile reduce.
Data Analytics Specialist,Anderson-Stewart,Mid Level,Chennai,"Google Colab, Tableau, Power BI, Google Cloud",Part-time,On-site,11-16 LPA,2025-04-10,Hour speak memory artist benefit fight similar street wrong space travel hotel last activity tough hold should necessary city bad teacher administration watch challenge.
Data Analyst,Ford LLC,Internship,Bangalore,"Power BI, power-bi, R, Google Cloud, Tableau",Internship,On-site,7-23 LPA,2024-12-27,Difference describe reason seek whatever free chair performance race late million talk after model trial no nature consumer product garden economic its job detail pass he.
Data Analytics Specialist,"Baxter, Macdonald and Garcia",Senior Level,Bangalore,"power-bi, Google Cloud, Python, Machine Learning",Internship,Hybrid,8-23 LPA,2024-09-22,Mother when take hear condition thank source every here approach save age themselves then clearly attack no hair threat detail.
Senior Data Analyst,"Olson, Garcia and Floyd",Mid Level,Hyderabad,"Google Cloud, Machine Learning, power-bi, Excel, Python, Google Colab",Part-time,On-site,14-33 LPA,2025-07-10,Third spring who success fear sure letter south national rise billion team season cause child more partner person Republican space sign hand.
Data Analyst,"  Koch, Allen and Williams   ",Internship,Delhi,"Tableau, Machine Learning, Python, PowerBI",Part-time,Remote,14-22 LPA,2025-08-16,Because gas affect statement protect end yes event beyond share window show before note own member factor back management least fill poor.
Data Analytics Specialist,"  Klein, Barrett and Cordova   ",Entry Level,Hyderabad,"Power BI, Google Cloud, Python, Machine Learning, PowerBI",Internship,On-site,,2024-12-25,Tv fine stage old care book ground occur research approach world role from president charge dog hit practice quite agency especially.
Junior Data Analyst,Strong-Duke,Mid Level,,"Excel, power-bi, Python, R",Full-time,Remote,3-35 LPA,2025-03-06,Perform late national build particularly stand member eat movie watch between loss majority out card win very option however daughter building southern box lawyer no.
Senior Data Analyst,Campbell-Soto,Senior Level,Hyderabad,"Excel, Google Colab, Google Cloud, Power BI, Python",Full-time,Remote,10-23 LPA,2025-07-01,Other toward laugh without difference support plan wonder decide anything buy college agreement bill trial kitchen firm defense particular phone its thus health firm model discover company.
Data Analyst,Fuentes Inc,Internship,Mumbai,"Excel, Google Cloud, Google Colab, power-bi, PowerBI, Tableau",Internship,On-site,11-22 LPA,2025-07-07,Spend traditional school after official rise idea item condition apply court probably happy cost wrong work suddenly effect across wrong person every just do.
Junior Data Analyst,"Hayes, Hill and Rodriguez",Internship,Delhi,"Google Cloud, power-bi, R",Full-time,Remote,11-22 LPA,2024-12-01,Culture open consider drop actually fine ago service staff hospital act listen though heart step expert argue person debate goal beat paper rich it opportunity.
Senior Data Analyst,"Anderson, Palmer and Dawson",Mid Level,Chennai,"Power BI, Python, Tableau, Machine Learning",Contract,Remote,14-24 LPA,not_a_date,During heart idea fear woman necessary way rule big traditional environment majority five suffer poor end lay fear recognize.
Data Analyst,"Moyer, Mcclure and Smith",Senior Level,Delhi,"Power BI, Excel, SQL, PowerBI, R, Machine Learning",Internship,Hybrid,,2025-07-19,Agreement defense thought of senior issue rise small score who anything study nation first place challenge on better worry TV.
Data Analyst,Robinson-Alvarez,Entry Level,Remote,"Python, Machine Learning, R, Tableau, Google Colab, SQL",Full-time,Remote,12-27 LPA,not_a_date,Worry summer send per ten tree mention billion sound maybe same east however international capital structure begin lot party realize single.
Junior Data Analyst,Jackson Group,Entry Level,Remote,"R, SQL, PowerBI, Google Colab",Contract,Remote,4-31 LPA,not_a_date,That seek write hair bag fill piece project visit catch else appear wind toward camera upon show car course.
Senior Data Analyst,Farrell Group,Mid Level,Delhi,"Excel, Google Cloud, Machine Learning, Python, SQL",Contract,On-site,8-19 LPA,2024-11-08,Daughter ahead sport six approach read laugh very race how tell hundred home mission relationship half rule energy admit whatever option continue program.
Senior Data Analyst,Hess-Ortiz,Mid Level,Chennai,"SQL, Excel, Google Cloud, Machine Learning",Part-time,On-site,5-29 LPA,2025-05-03,Realize floor partner chance many to chance reflect experience policy house all claim upon their soon since else set finish born hope.
Data Analytics Specialist,Morse Ltd,Mid Level,Mumbai,"Tableau, Excel, Power BI, SQL",Contract,Remote,14-21 LPA,2025-06-18,Music light according operation cover arm success generation there development exist present figure deal arrive factor main nor happen career head drive pick eight summer.
Senior Data Analyst,"Flores, Morris and Smith",Mid Level,Pune,"Google Colab, PowerBI, Power BI, SQL",Internship,Remote,12-24 LPA,2024-10-25,That can find per film knowledge thing sign rule lot great sell performance.
Senior Data Analyst,"Douglas, Sharp and Garcia",Mid Level,Bangalore,"Machine Learning, Power BI, power-bi, Excel, SQL, Google Colab",Contract,Hybrid,9-30 LPA,not_a_date,Future candidate prove focus sure interesting rock event result night night learn establish tax may commercial.
Data Analyst,"Allen, Morales and Vaughn",Internship,Chennai,"Excel, R, Google Cloud, Python, PowerBI",Full-time,On-site,,not_a_date,Near arm difficult role early opportunity service same identify usually race home free plant tree apply against know yet type special ground attack sea may.
Junior Data Analyst,Winters-Young,Senior Level,,"Tableau, Power BI, Google Colab, Google Cloud, R, power-bi",Part-time,Hybrid,5-31 LPA,2024-09-21,Discuss adult join wall help born fast point door thank product hard speech choice attack recognize.
Data Analytics Specialist,Faulkner Ltd,Internship,Kolkata,"Power BI, Google Cloud, R, Tableau, Machine Learning, Excel",Part-time,Remote,3-32 LPA,2025-01-28,Though explain pull question nature popular form artist surface eight authority item hundred economy though once international style night along personal arm summer.
Junior Data Analyst,Jenkins-Stephens,Mid Level,Delhi,"PowerBI, SQL, Machine Learning, Google Cloud",Part-time,Hybrid,3-33 LPA,2025-08-10,About either way your identify public suddenly it much contain another stop.
Data Analytics Specialist,Marshall and Sons,Mid Level,Kolkata,"Google Cloud, power-bi, Excel, PowerBI, SQL",Part-time,On-site,12-18 LPA,not_a_date,Respond nature a clear executive prevent glass live develop film notice blood.
Data Analytics Specialist,Allen Group,Internship,Hyderabad,"Google Colab, Python, Excel, PowerBI, Machine Learning",Internship,On-site,13-25 LPA,not_a_date,Return when recently meet whose win meeting conference car get once hot feel front and how court.
Data Analytics Specialist,Hammond and Sons,Mid Level,Chennai,"Machine Learning, PowerBI, Power BI, Excel, Python",Part-time,Hybrid,14-23 LPA,2025-07-04,Lay audience everything save into goal remain rest TV Republican can along bag early might get rest traditional focus health American young.
Junior Data Analyst,Smith-Morris,Senior Level,Remote,"Power BI, Tableau, Excel",Part-time,Hybrid,3-26 LPA,2024-11-21,Program five ahead clear step much month six while at house do occur analysis wind audience list history.
Junior Data Analyst,  Decker Group   ,Senior Level,Kolkata,"SQL, Machine Learning, Tableau, Google Cloud",Contract,Hybrid,14-31 LPA,2025-04-04,Fish final data north smile fish talk town plan nation world best human happen you girl general soldier third child surface pressure land smile within country.
Data Analytics Specialist,"  Smith, Johnson and Lucas   ",Internship,Delhi,"R, Excel, Power BI, Google Cloud, Google Colab, PowerBI",Contract,Remote,14-29 LPA,2025-02-18,Several nor my cover success less avoid citizen mind general store kind guy way as he during structure card subject wait.
Senior Data Analyst,Cole-Romero,Mid Level,Chennai,"Google Cloud, Tableau, PowerBI",Part-time,Remote,10-25 LPA,2024-09-12,Now agreement finish could see set that environment center term environment rest arrive offer surface inside first be maybe resource medical factor eight miss you half detail.
Data Analytics Specialist,Pineda-Lester,Entry Level,Chennai,"SQL, Machine Learning, Excel",Full-time,Remote,11-35 LPA,not_a_date,Forget health medical stage people ready her however task eye pull official program true determine theory.
Data Analytics Specialist,Rosales-Morse,Mid Level,Remote,"SQL, Machine Learning, Power BI, Python",Full-time,Hybrid,15-31 LPA,2024-10-24,Book present fish exactly much significant high hour party we party woman power majority bad minute skin both forget something go born cold behavior study each network.
Senior Data Analyst,Nelson-Watson,Entry Level,Kolkata,"PowerBI, R, Machine Learning, Python",Contract,On-site,11-16 LPA,2025-02-20,Policy budget perform decade animal phone couple reason explain pay outside million Mr soon concern.
Data Analyst,Keller Group,Mid Level,Delhi,"PowerBI, Excel, Machine Learning, Python, Power BI, Tableau",Contract,Remote,5-35 LPA,32-13-2024,Option might wonder apply realize article arm health church use federal matter region church book conference fish knowledge age our recent.
Data Analyst,Knapp LLC,Entry Level,Delhi,"Python, Machine Learning, Power BI, SQL",Full-time,On-site,14-34 LPA,2024-10-17,Thought black strategy itself various road worker decide situation memory city some evening coach drop new laugh response sense side morning analysis institution.
Junior Data Analyst,"Bowman, Miranda and Foster",Senior Level,Remote,"Machine Learning, Google Cloud, PowerBI, SQL",Full-time,Hybrid,10-27 LPA,2025-04-15,Nature night strong part interesting way during relate community power fly sometimes six above central physical civil start real administration key.
Senior Data Analyst,  Obrien and Sons   ,Entry Level,Pune,"Machine Learning, Power BI, Google Colab, Python, Excel",Internship,Hybrid,4-25 LPA,2024-12-13,Pm perhaps old goal medical identify north region plant subject inside property coach western material as analysis service force for out church total special present on resource.
Data Analyst,"Alexander, Campbell and Gregory",Senior Level,Pune,"Tableau, SQL, Machine Learning",Contract,Hybrid,10-28 LPA,not_a_date,Personal attorney so service enjoy especially when hospital section main all do deal event stuff who still police give PM two natural present trouble size structure.
Data Analytics Specialist,Harrison Ltd,Entry Level,Kolkata,"Tableau, R, Excel, SQL, Power BI, Python",Full-time,Remote,9-28 LPA,2025-03-17,Everybody federal wide political buy page ever should computer example late movie citizen even east edge watch subject effort include candidate.
Junior Data Analyst,Collins-Wilkinson,Entry Level,Delhi,"Google Cloud, Tableau, PowerBI, Google Colab, Power BI, Excel",Full-time,Remote,8-33 LPA,2025-08-19,Knowledge spend her part yet hope material sure cover take example what north hour response address machine wife few want chair actually prove floor loss this forward brother.
Data Analyst,Smith Inc,Senior Level,Bangalore,"Power BI, Tableau, Excel, SQL",Internship,On-site,12-20 LPA,2024-12-17,Recently fill sound but camera improve common specific measure discussion significant about well bank action along such owner house.
Senior Data Analyst,Browning-Duffy,Mid Level,Remote,"power-bi, R, Excel",Part-time,Remote,14-21 LPA,2025-06-25,Central point education remain catch seek both prove base contain whatever live notice plant quite past claim this enjoy instead team bring.
Data Analytics Specialist,"Odom, James and Doyle",Senior Level,Pune,"Python, Google Cloud, Machine Learning, SQL, Tableau",Internship,Remote,9-35 LPA,2025-08-07,Throughout state foot call outside oil give effect she pick itself order goal why let finish simply way hair across peace collection field identify final.
Data Analytics Specialist,Dickerson-Smith,Senior Level,,"power-bi, PowerBI, Python",Part-time,Hybrid,,2024-10-24,Address need station organization avoid size attack out effect practice me according economic.
Data Analytics Specialist,"  Bowen, Moore and Melton   ",Internship,Bangalore,"PowerBI, Tableau, Excel, Google Colab",Contract,Remote,13-25 LPA,2025-07-17,Major edge plant cut deal our better history animal between wife central reach affect late hot or outside open positive friend much follow it avoid finish always.
Data Analytics Specialist,Wells PLC,Mid Level,Mumbai,"SQL, Python, power-bi, R",Contract,Remote,,32-13-2024,Capital process whole research offer system box arm student task help road still despite though modern shake.
Data Analyst,"Bird, Harmon and Jones",Entry Level,Bangalore,"Excel, Machine Learning, Tableau, Power BI, PowerBI, SQL",Contract,Hybrid,12-21 LPA,not_a_date,Mrs religious cup defense tend police special site itself street grow statement enough plan your sure off interest.
Junior Data Analyst,Cooper Group,Internship,Bangalore,"Tableau, PowerBI, Excel, R, Google Colab",Part-time,On-site,13-19 LPA,2024-11-06,Heavy card you great understand exactly low friend produce morning later person war message.
Junior Data Analyst,King-Butler,Entry Level,Remote,"Python, Power BI, Machine Learning, Google Cloud",Full-time,Remote,15-17 LPA,2025-05-11,Art to ask by research type song mention onto decision anything when decision nor perform dream view ago important outside continue generation be small leave main.
Junior Data Analyst,Hernandez Group,Mid Level,Delhi,"Machine Learning, Google Cloud, SQL",Part-time,Remote,3-16 LPA,2025-05-15,Sense prepare including responsibility management individual compare sea same only give glass environment build.
Senior Data Analyst,"Santiago, Rojas and Fisher",Mid Level,Remote,"Machine Learning, SQL, Excel, Google Colab",Full-time,On-site,11-19 LPA,32-13-2024,Term why from organization experience security less expect short respond bit administration someone picture friend perhaps television.
Junior Data Analyst,"Middleton, Brown and Hess",Mid Level,Delhi,"Excel, Power BI, power-bi, Machine Learning, PowerBI, R",Full-time,Hybrid,10-32 LPA,2024-11-14,Test present rest price spend above lot fine herself well director feel paper word state others so whatever however strong purpose know stand argue medical.
Data Analytics Specialist,Moore-Lewis,Entry Level,Kolkata,"power-bi, Machine Learning, PowerBI, Python, Excel, Google Cloud",Part-time,Hybrid,14-17 LPA,2024-12-06,Evidence sure student use dark bag animal close decade add go pay pull nation scientist under level people fire he bed director day.
Senior Data Analyst,  Scott-Kennedy   ,Internship,Delhi,"Power BI, R, Google Colab, Machine Learning, Python",Part-time,Remote,4-27 LPA,2025-07-30,Positive camera everybody record music stand raise whether bill free final write car single four information yet middle current least PM.
Junior Data Analyst,Baldwin Ltd,Entry Level,Kolkata,"PowerBI, Python, Google Colab, Tableau, Power BI, Google Cloud",Full-time,Remote,11-28 LPA,2024-12-21,Live traditional note people now enjoy paper pretty power personal game from.
Junior Data Analyst,"Estrada, Hartman and Campos",Senior Level,Chennai,"Excel, Power BI, Google Cloud",Internship,On-site,10-32 LPA,2025-01-04,Include people same worry draw writer federal include book authority music realize indicate trial discuss sort performance run no hour hold us be development.
Data Analytics Specialist,Goodwin Inc,Senior Level,Chennai,"Google Cloud, Python, Tableau, Power BI",Internship,Remote,3-29 LPA,32-13-2024,Candidate whatever fear weight summer two yet positive drop concern television affect only general price executive great community relationship list citizen specific.
Data Analyst,Smith Ltd,Mid Level,Bangalore,"Tableau, R, Google Cloud, Machine Learning, PowerBI, Excel",Full-time,Hybrid,11-17 LPA,2025-06-17,Structure move conference game among after follow lot respond exist admit your thank almost better floor season particular behind add population employee line space young.
Data Analyst,"Dixon, Farrell and Cunningham",Internship,Hyderabad,"SQL, PowerBI, Tableau, Google Colab",Part-time,Hybrid,14-30 LPA,2025-05-19,Outside sense arrive although step while leave continue recently wear particular own maybe cup ask animal purpose.
Senior Data Analyst,"Cooper, Greer and Torres",Mid Level,Hyderabad,"PowerBI, Excel, Power BI",Contract,Hybrid,9-18 LPA,2025-06-30,Per positive affect impact message always want college pull local catch region care your energy important collection result take week herself safe consider cut really star structure.
Senior Data Analyst,"Horton, Davis and Newman",Entry Level,Mumbai,"R, Machine Learning, PowerBI, Tableau, Google Colab, Excel",Contract,Hybrid,3-19 LPA,2024-09-24,Pattern view southern a return agent wonder mention every participant pressure small quickly than everything as wonder.
Data Analyst,"Lee, Foster and Herrera",Entry Level,Pune,"Machine Learning, power-bi, SQL",Full-time,Hybrid,,2024-11-25,Can read glass reflect against involve television second four administration list food our different somebody happen sit law sense practice.
Senior Data Analyst,"Murphy, Kirk and Mccarthy",Internship,Mumbai,"Google Colab, Google Cloud, Power BI, PowerBI, Excel, Machine Learning",Part-time,Hybrid,14-22 LPA,2025-04-26,Family ability test quality nearly various piece party fight both reveal first near close she way stand while yet wait send first defense point describe write catch.
Data Analytics Specialist,"Grant, Barrett and Knox",Internship,Kolkata,"Google Colab, power-bi, Tableau, Excel",Contract,On-site,11-18 LPA,2024-10-25,Huge bar green share person appear hair contain close middle serious discuss several every local remember goal deal serve human.
Data Analytics Specialist,Morse Inc,Senior Level,Bangalore,"Google Cloud, Machine Learning, SQL, Python, Tableau",Part-time,Hybrid,3-25 LPA,2025-06-19,Reveal technology four other speech require right else yes member father pattern person rise.
Data Analytics Specialist,Sweeney Ltd,Entry Level,Bangalore,"power-bi, SQL, Google Colab",Contract,Hybrid,14-22 LPA,32-13-2024,Whose head report stop responsibility foreign any us western age since safe smile heart vote avoid financial issue amount give term beyond sport open.
Data Analytics Specialist,Rose-Mitchell,Internship,Chennai,"Power BI, SQL, Tableau, Google Colab, Excel, Machine Learning",Part-time,On-site,13-32 LPA,2024-10-16,Region next dog call top subject everybody interest produce relate tend reduce second action foot bit structure although security instead character.
Data Analyst,"Hardy, Torres and Brown",Entry Level,Bangalore,"Google Colab, Python, Google Cloud",Internship,On-site,9-29 LPA,2025-05-09,Manager expect yet draw produce their also fact able few question reveal theory include candidate data yet film especially air learn however question religious enter.
Data Analyst,"  York, Rhodes and Williams   ",Mid Level,Pune,"Power BI, Python, Excel",Full-time,Remote,7-22 LPA,2024-09-14,Yes between oil since five act probably place likely wonder hold agent election pull thing strategy heart customer determine ten.
Data Analytics Specialist,"Jenkins, Davis and Miller",Mid Level,Delhi,"power-bi, Google Colab, R",Contract,Hybrid,4-31 LPA,2025-01-19,Pressure view minute work five design hundred husband material point necessary discussion Democrat finish energy truth rock onto final sort identify mission investment despite decide.
Data Analytics Specialist,"Coleman, Wilson and Johns",Internship,Pune,"Python, Google Colab, Excel, R",Contract,On-site,,2025-05-03,Charge miss successful what his someone similar too pick whom support up society control pay treatment what positive challenge area perhaps hospital rate.
